,EPIC,camp,KOI,Mult,period,period_err,bjd0,bjd0_err,pdepth,sdepth,pwidth,swidth,sep,morph,ra,dec,GLon,GLat,kmag,Teff,Teff(Pinsonneault),Teff(Casagrande),SC,Unnamed: 23,tgas_hip,tgas_tycho2_id,tgas_solution_id,tgas_source_id,tgas_random_index,tgas_ref_epoch,tgas_ra,tgas_ra_error,tgas_dec,tgas_dec_error,tgas_parallax,tgas_parallax_error,tgas_pmra,tgas_pmra_error,tgas_pmdec,tgas_pmdec_error,tgas_ra_dec_corr,tgas_ra_parallax_corr,tgas_ra_pmra_corr,tgas_ra_pmdec_corr,tgas_dec_parallax_corr,tgas_dec_pmra_corr,tgas_dec_pmdec_corr,tgas_parallax_pmra_corr,tgas_parallax_pmdec_corr,tgas_pmra_pmdec_corr,tgas_astrometric_n_obs_al,tgas_astrometric_n_obs_ac,tgas_astrometric_n_good_obs_al,tgas_astrometric_n_good_obs_ac,tgas_astrometric_n_bad_obs_al,tgas_astrometric_n_bad_obs_ac,tgas_astrometric_delta_q,tgas_astrometric_excess_noise,tgas_astrometric_excess_noise_sig,tgas_astrometric_primary_flag,tgas_astrometric_relegation_factor,tgas_astrometric_weight_al,tgas_astrometric_weight_ac,tgas_astrometric_priors_used,tgas_matched_observations,tgas_duplicated_source,tgas_scan_direction_strength_k1,tgas_scan_direction_strength_k2,tgas_scan_direction_strength_k3,tgas_scan_direction_strength_k4,tgas_scan_direction_mean_k1,tgas_scan_direction_mean_k2,tgas_scan_direction_mean_k3,tgas_scan_direction_mean_k4,tgas_phot_g_n_obs,tgas_phot_g_mean_flux,tgas_phot_g_mean_flux_error,tgas_phot_g_mean_mag,tgas_phot_variable_flag,tgas_l,tgas_b,tgas_ecl_lon,tgas_ecl_lat,tgas_match_distance
604,201705526,K2C1,-1,1,18.0940915,0.0038107,2012.626359,0.035573,0.0475,-1.0,0.0118,-1.0,1.0,0.08,172.3858,3.7321,-1.0,-1.0,9.938,-1.0,-1.0,-1.0,False,,-2147483648,267-973-1   ,1635378410781933568,3812546433190873344,412531,2015.0,172.385749919,0.255712954072,3.7319828469,0.130913611396,4.13949388087,0.513086133937,-12.231529293,1.4355040261,-29.8650824808,0.644273188123,-0.565582334995,-0.616462469101,-0.622888028622,0.733165025711,0.619861006737,0.734113335609,-0.596784651279,0.914419472218,-0.894390523434,-0.864643216133,105,105,102,102,3,3,,0.454362887157,311.088971817,True,4.51582527161,4.39012098312,2.88855480903e-05,5,13,True,0.286072343588,0.611579298973,0.190340220928,0.0715617984533,11.5103912354,11.8916845322,9.11346626282,-19.4295806885,111,2061706.61478,8351.15344756,9.73920290304,NOT_AVAILABLE,259.473775243,59.5059126859,171.534967254,0.408153980304,7.35170550596e-06
610,202091278,K2C0,-1,1,19.8183,-1.0,56781.4041,0.075063,0.1717,0.1164,0.0208,0.0216,0.5004,0.18,103.4598,25.6646,-1.0,-1.0,11.7,-1.0,-1.0,-1.0,False,,-2147483648,1898-2293-1 ,1635378410781933568,3381936929104430976,1512037,2015.0,103.459725373,1.10274260352,25.6645117442,1.23406877289,1.86368124694,0.384636964321,1.11203019856,3.79613400707,-18.5419831846,3.88293397314,-0.955958366394,-0.0364497303963,-0.972416877747,0.964692294598,-0.11080250144,0.946176409721,-0.959859192371,0.116326600313,-0.103013187647,-0.987747430801,58,58,58,53,0,5,,0.708343831272,317.23616985,True,6.93775749207,1.97919726372,3.78501354135e-05,5,10,False,0.476753920317,0.390811890364,0.623166263103,0.967288255692,-96.6419677734,40.7882156372,-25.3874130249,-42.048248291,57,391761.779867,834.653498291,11.5422149035,NOT_AVAILABLE,190.008908605,11.881647017,102.125165711,2.79000057448,7.27343149415e-05
611,202072430,K2C0,-1,1,20.0076182,-1.0,56776.982,0.047836,0.4204,0.1789,0.0137,0.0173,0.8683,0.11,100.1022,15.1424,-1.0,-1.0,10.9,-1.0,-1.0,-1.0,False,,-2147483648,1330-2152-1 ,1635378410781933568,3356223921976856320,1253879,2015.0,100.102141712,0.407781597289,15.1423505815,0.425446412975,1.47205529101,0.333336259904,2.64147937815,1.99606788255,-5.12589100647,1.77780296132,-0.74480175972,-0.0851132422686,-0.815231740475,0.806136906147,-0.186181932688,0.730323433876,-0.813570201397,0.319454491138,-0.217249259353,-0.924816966057,64,64,64,60,0,4,,0.624852839402,463.271126261,True,6.13811635971,2.40674948692,3.14741882903e-05,5,8,False,0.422122716904,0.232796236873,0.573606431484,0.921546399593,-62.593536377,25.0325393677,-29.7976284027,-40.7241020203,63,728012.313621,1620.15016705,10.8694232512,NOT_AVAILABLE,198.192356451,4.46119489648,99.8435111242,-7.95240199677,7.28879915543e-05
615,202091404,K2C0,-1,1,21.0842013,-1.0,56782.904577,0.058063,0.2204,0.1414,0.0156,0.0256,0.8207,0.11,98.7545,18.1772,-1.0,-1.0,9.6,-1.0,-1.0,-1.0,False,,-2147483648,1333-449-1  ,1635378410781933568,3371164017254912128,1625974,2015.0,98.7545238541,0.330145593659,18.1771182362,0.370984600226,3.28871344636,0.306922388528,-0.655602549214,1.43271917798,-14.4414960384,1.35199280367,-0.663575649261,-0.0374381951988,-0.773168504238,0.734547138214,-0.39326697588,0.642074286938,-0.722724616528,0.18312869966,-0.132550030947,-0.928356170654,73,73,73,71,0,2,,0.563869201191,307.727637754,True,5.55579042435,2.88698720932,1.82090461749e-05,5,9,False,0.468793690205,0.338913857937,0.679867506027,0.916993737221,-90.310836792,32.3074607849,-25.9252758026,-41.9837265015,78,2994682.70933,1199.18729393,9.33389302615,NOT_AVAILABLE,194.89169987,4.68728085774,98.3465829885,-5.00886938521,3.33330909401e-05
616,202064253,K2C0,-1,1,21.1403,-1.0,56777.993,0.034249,0.0458,-1.0,0.0088,-1.0,1.0,0.06,91.5042,22.8918,-1.0,-1.0,12.3,-1.0,-1.0,-1.0,False,,-2147483648,1864-1626-1 ,1635378410781933568,3423830727304732800,558981,2015.0,91.5042036065,0.828111044997,22.8917650769,0.773079438089,0.591317818189,0.346545863253,-3.29018485317,5.21408909791,0.9850397701,4.7349814912,-0.914614379406,-0.0573972053826,-0.948069214821,0.941527664661,-0.196093171835,0.897312164307,-0.906955003738,0.117784149945,-0.109044916928,-0.992978215218,70,70,70,62,0,8,,0.713626186797,175.48564393,True,6.98842382431,1.94345033169,2.44539314735e-05,5,8,False,0.515675008297,0.529355764389,0.659879863262,0.961312353611,-111.232345581,38.703868866,-24.980096817,44.7488670349,67,206690.767681,540.288317807,12.2364673681,NOT_AVAILABLE,187.530276324,0.913517754051,91.3857862329,-0.540280112185,4.25818278822e-05
629,201779067,K2C1,-1,1,27.2440004,0.0073539,1978.081419,0.040018,0.0358,-1.0,0.0088,-1.0,1.0,0.06,168.5427,4.9881,-1.0,-1.0,11.119,-1.0,-1.0,-1.0,False,,-2147483648,266-459-1   ,1635378410781933568,3816819410253906048,83275,2015.0,168.542773479,0.480694203113,4.9881154384,0.308946240367,1.8083030545,0.807021036993,21.019180736,2.58930891991,0.969528808305,1.26199375366,-0.63770532608,-0.698714017868,-0.711419701576,0.646421611309,0.429697006941,0.492809146643,-0.197280436754,0.868479430676,-0.774354457855,-0.860623896122,98,98,98,90,0,8,,1.00617355774,1059.34857737,True,9.80303096771,0.952858746052,4.69691003673e-05,5,12,False,0.298379063606,0.661311626434,0.478429853916,0.147674232721,10.7912778854,29.4884243011,15.4701309204,32.4088058472,97,581250.874421,2856.32496081,11.1138610157,NOT_AVAILABLE,252.299713661,57.9523441281,167.517506011,0.060769960909,1.83488367398e-05
631,210832801,K2C4,-1,1,28.022439,0.0073539,2457078.15582,0.045035,0.4028,0.3245,0.0092,0.0384,0.3941,0.1,53.9724,20.3688,-1.0,-1.0,10.565,-1.0,-1.0,-1.0,False,,-2147483648,1242-639-1 ,1635378410781933568,58143858503985536,1898982,2015.0,53.972393144,0.294572455024,20.3687556746,0.201687981017,1.43192277629,0.296103679622,1.27316357008,0.779441429092,-6.35546014047,0.41169260387,-0.144358426332,0.100551851094,-0.675674855709,0.237230345607,-0.517283856869,0.429041326046,-0.702119648457,-0.575250029564,0.259516239166,-0.408756762743,98,98,98,97,0,1,,0.511274133969,382.113844953,True,5.05519390106,3.40803837776,2.97941933241e-05,5,20,False,0.27723672986,0.405974507332,0.40434935689,0.495428830385,-149.180526733,-2.35713648796,-29.7604637146,29.8264579773,175,1148380.92016,5835.03835401,10.3745551432,NOT_AVAILABLE,167.224911272,-28.0273817828,56.5310971882,1.01756549674,2.13556228059e-05
643,204407880,K2C2,-1,1,34.3678446,0.0073539,56917.709129,0.053145,0.1118,0.0331,0.0087,0.0191,0.7173,0.06,238.7984,-22.4544,-1.0,-1.0,12.142,-1.0,-1.0,-1.0,False,,-2147483648,6199-607-1 ,1635378410781933568,6237445764051132928,1560604,2015.0,238.798337909,0.315932953299,-22.4543260198,0.123654379239,1.62254369445,0.239794356354,-9.26162630524,0.972533457985,-6.97832357779,0.43835480274,0.147116541862,-0.349352300167,-0.722584486008,-0.265612959862,-0.00618030829355,-0.289212763309,-0.757776737213,0.388698577881,0.0382091104984,0.419083178043,276,276,274,262,2,14,,0.480439575592,400.581640446,True,4.76261615753,4.15946483612,2.64907885139e-05,5,34,False,0.546207070351,0.759178698063,0.483556717634,0.432733118534,-167.217391968,1.49373364449,-52.2403373718,-1.90490972996,297,245207.429246,135.736697683,12.0509360033,NOT_AVAILABLE,349.306621046,23.4429068527,241.374310805,-2.06231973118,0.00010475607924
645,201648133,K2C1,-1,1,35.02,0.0073539,1972.476466,0.060683,0.0017,0.0948,0.0204,0.0242,0.5075,0.16,167.8894,2.787,-1.0,-1.0,10.138,-1.0,-1.0,-1.0,False,,-2147483648,266-718-1   ,1635378410781933568,3811443451229660672,528162,2015.0,167.889176689,0.259887558892,2.78698796612,0.142905224164,6.37549714247,0.482908954911,-60.4001306809,1.56049207265,-14.9605330984,0.634735978533,-0.744709730148,-0.788424193859,-0.842115163803,0.830366790295,0.667754888535,0.752106845379,-0.649536967278,0.947006881237,-0.90034031868,-0.916032135487,132,132,132,130,0,2,,0.499153299545,484.750458401,True,4.94009447098,3.63682126999,2.75058828265e-05,5,15,False,0.305760413408,0.497867494822,0.26291936636,0.18326972425,15.0823564529,21.5649719238,13.6397571564,-26.271282196,131,1598990.61329,2493.40365583,10.0151552782,NOT_AVAILABLE,254.168270912,55.895363874,167.774315841,-2.2205049217,5.78740908147e-05
646,203728604,K2C2,-1,1,36.15,-1.0,56899.8535,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13,252.2849,-25.142,-1.0,-1.0,10.562,-1.0,-1.0,-1.0,False,,-2147483648,6813-1101-1,1635378410781933568,6046791753467618432,1420492,2015.0,252.284848145,0.366180189184,-25.142098685,0.170775885388,2.72652138971,0.617193280248,-7.73655382391,1.40045943847,-8.26662707738,1.11119224935,0.839639484882,-0.873626828194,0.538158118725,-0.964679181576,-0.747057199478,0.304617226124,-0.823527574539,-0.829456210136,0.915118098259,-0.619525372982,62,62,62,60,0,2,,0.235498760438,77.8016675703,True,2.49191880226,15.3728723526,3.34056639986e-05,5,7,False,0.397885203362,0.385473400354,0.642192065716,0.623125374317,-103.092376709,-4.25710058212,-22.7256298065,-37.847328186,61,1006232.15033,953.034291066,10.5180245902,NOT_AVAILABLE,355.895688978,12.4788850464,253.992816738,-2.68187631374,6.59026294664e-05
649,211036449,K2C4,-1,1,38.115818,-1.0,2457074.57421,0.032511,0.268,0.1008,0.0048,0.0148,0.8545,0.03,53.4565,23.5518,-1.0,-1.0,9.662,-1.0,-1.0,-1.0,False,,-2147483648,1798-41-1  ,1635378410781933568,67983628579747072,1441954,2015.0,53.4564759909,0.261231136253,23.5516808971,0.132514129838,4.38203165726,0.267579933045,-8.37996437031,0.678934519609,-28.7283339903,0.324708224027,0.0101589681581,0.0629192888737,-0.612963378429,0.0532582327724,-0.245047599077,0.177189812064,-0.638311266899,-0.573925018311,0.0225362442434,-0.187837019563,125,125,125,122,0,3,,0.437422061317,339.031514009,True,4.35586166382,4.89929151535,1.98191191885e-05,5,17,False,0.134121611714,0.561027705669,0.41020655632,0.290383428335,-132.842056274,0.13305708766,-27.0682525635,29.5590801239,148,2697030.68595,4115.52146182,9.44755534448,NOT_AVAILABLE,164.484462937,-25.9305082545,56.8166618626,4.22357810811,1.29212741852e-05
650,211391083,K2C5,-1,1,39.2314234,-1.0,2457150.4299,0.032563,0.4123,0.2138,0.0047,0.0238,0.7501,0.03,133.6861,11.5015,-1.0,-1.0,10.432,-1.0,-1.0,-1.0,False,,-2147483648,814-1148-1 ,1635378410781933568,604716002114023168,1428212,2015.0,133.686050471,0.650579261581,11.5014438669,0.482924374158,1.56698178641,0.934967775847,-6.01739866455,1.70417838772,-4.70911685499,1.95760032983,-0.94006216526,-0.948494195938,-0.759259462357,-0.79248291254,0.869864106178,0.616509318352,0.813102662563,0.855781197548,0.718338787556,0.311236739159,54,54,54,51,0,3,,0.468653654945,117.493262391,True,4.65099430084,4.19055557251,1.81609357242e-05,5,8,False,0.29129704833,0.673597216606,0.0429988577962,0.885574877262,-172.376190186,50.3143196106,-11.1845140457,-34.3149452209,70,1285870.85422,3630.75384892,10.2517766822,NOT_AVAILABLE,216.435221103,32.5359277442,132.857218935,-5.67763410047,4.33999348345e-05
652,201246763,K2C1,-1,1,43.663,-1.0,1962.932724,0.571311,0.0573,-1.0,0.1256,-1.0,1.0,0.14,179.5248,-3.2578,-1.0,-1.0,11.928,-1.0,-1.0,-1.0,False,,-2147483648,4935-765-1  ,1635378410781933568,3601027540199671936,320692,2015.0,179.524795076,0.346970675442,-3.25786248491,0.130133717618,1.64206436524,0.597151593057,-5.44603535866,1.97020304081,-14.460311793,0.743928511267,-0.916707932949,-0.850639760494,-0.91468089819,0.884952366352,0.823636293411,0.873520851135,-0.843778848648,0.960171103477,-0.944671034813,-0.964608132839,261,261,258,252,3,9,,0.47137259627,439.736021051,True,4.67673397064,4.19413614273,2.8134933018e-05,5,31,False,0.153647556901,0.78401196003,0.239824071527,0.439946681261,-170.53767395,16.5658760071,-49.2864990234,13.6940517426,256,297676.816597,256.222077107,11.8404075323,NOT_AVAILABLE,277.920527606,57.0010437976,180.86129298,-3.17776098253,1.79157821941e-05
653,211972744,K2C5,-1,1,45.9241884,-1.0,2457135.41062,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.05,131.3584,19.8205,-1.0,-1.0,9.792,-1.0,-1.0,-1.0,False,,-2147483648,1396-65-1  ,1635378410781933568,661170942038266752,1518502,2015.0,131.358318299,0.20677031323,19.8204017861,0.15427134434,3.26844138488,0.34952990958,-16.9616855787,0.972178792434,-14.4002175596,0.626556385886,-0.482726633549,-0.446647822857,-0.454344809055,0.221998170018,0.264795929193,0.238992139697,-0.153098911047,0.787538349628,-0.376279056072,-0.626491725445,84,84,83,82,1,2,,0.542214940666,401.239461354,True,5.34947729111,3.26449775696,2.13856837945e-05,5,14,False,0.203375339508,0.473534524441,0.0578807890415,0.742438971996,-173.462738037,33.4855155945,-56.5350990295,-39.6585350037,120,2840767.0491,3700.26112181,9.39118100931,NOT_AVAILABLE,206.234073944,33.6491118158,128.455481671,1.73130406789,3.87106853587e-05
656,212152316,K2C5,-1,1,100.0,-1.0,2457207.16822,0.201612,0.0625,0.0019,0.0121,0.2111,0.5311,0.08,130.084,23.0834,-1.0,-1.0,10.311,-1.0,-1.0,-1.0,False,,-2147483648,1942-2355-1,1635378410781933568,666138569932475008,1825600,2015.0,130.084000647,0.250460213986,23.0834002825,0.182826708328,2.11446390637,0.376478575814,-3.84392288365,1.40490878342,-10.9158210398,0.800135424851,-0.844085991383,-0.500771403313,-0.200117453933,0.179104700685,0.441329449415,0.216224774718,-0.322037398815,0.740665435791,-0.612787425518,-0.902468204498,201,201,201,198,0,3,,0.514585657687,448.431596156,True,5.08665943146,3.27094268799,2.33249429584e-05,5,29,True,0.226822391152,0.817571043968,0.310593008995,0.7366284132,20.144235611,32.9804115295,26.617225647,36.3209190369,241,1814657.38583,1878.76265213,9.87778346216,NOT_AVAILABLE,202.064997047,33.5957542649,126.459051632,4.57391374966,4.86865653237e-05
657,211924561,K2C5,-1,1,100.0,-1.0,2457179.90249,0.02055,0.0019,-1.0,0.001,-1.0,1.0,0.0,132.6525,19.0914,-1.0,-1.0,10.751,-1.0,-1.0,-1.0,False,,-2147483648,1396-1319-1,1635378410781933568,660640839994915584,923436,2015.0,132.652503188,0.447520308464,19.0913124307,0.347310733954,3.27057021554,0.719127718713,-8.84484998209,2.1612282979,-13.3884367969,1.79523129193,-0.899053752422,-0.858080148697,-0.327175915241,-0.379215449095,0.676234066486,0.0383599922061,0.604630112648,0.685611486435,0.00809172727168,-0.693750917912,94,94,94,94,0,0,,0.532107581423,354.107062164,True,5.2532749176,3.27797865868,2.67797204287e-05,5,13,False,0.424212396145,0.624226868153,0.0892868340015,0.738309264183,-162.800186157,41.5788421631,-6.98789453506,-39.8037910461,109,883545.338877,820.305045546,10.6591979636,NOT_AVAILABLE,207.568743778,34.5430673234,129.826339635,1.35348320325,5.09855769281e-05
659,205936222,K2C3,-1,1,100.0,-1.0,2456985.7767,0.032474,0.3027,-1.0,0.0018,-1.0,1.0,0.0,340.4746,-16.8338,-1.0,-1.0,12.094,-1.0,-1.0,-1.0,False,,-2147483648,6386-420-1 ,1635378410781933568,2404174292590791808,1449559,2015.0,340.474821535,0.280656942647,-16.8339743727,0.255440648593,2.66703555635,0.722173809227,35.9183131371,2.1897926421,-35.4825871117,1.11883361509,0.615981996059,0.745123922825,-0.82215231657,-0.702275693417,0.734011232853,-0.732941687107,-0.852775335312,-0.968735039234,-0.888653695583,0.875981390476,53,53,53,47,0,6,,0.48400803381,54.9149098671,True,4.79643630981,4.16008329391,2.21688333113e-05,5,6,False,0.235295906663,0.126990050077,0.217502102256,0.943284571171,151.611221313,-19.4037837982,-30.8756523132,21.3965873718,53,262477.333484,145.468730976,11.9770405504,NOT_AVAILABLE,45.1303960343,-58.3659940799,335.627211366,-7.95839051334,6.77889964954e-05
