,dec,ra,Seq,N,RAJ2000,DEJ2000,Comp,mag1,n_mag1,mag2,n_mag2,Sp1,Sp2,Name,Simbad,N.1,o,Per,f_Per,e_Per,e,f_e,e_e,K1,K2,V0,rms1,rms2,Grade,Ref,Details,tgas_hip,tgas_tycho2_id,tgas_solution_id,tgas_source_id,tgas_random_index,tgas_ref_epoch,tgas_ra,tgas_ra_error,tgas_dec,tgas_dec_error,tgas_parallax,tgas_parallax_error,tgas_pmra,tgas_pmra_error,tgas_pmdec,tgas_pmdec_error,tgas_ra_dec_corr,tgas_ra_parallax_corr,tgas_ra_pmra_corr,tgas_ra_pmdec_corr,tgas_dec_parallax_corr,tgas_dec_pmra_corr,tgas_dec_pmdec_corr,tgas_parallax_pmra_corr,tgas_parallax_pmdec_corr,tgas_pmra_pmdec_corr,tgas_astrometric_n_obs_al,tgas_astrometric_n_obs_ac,tgas_astrometric_n_good_obs_al,tgas_astrometric_n_good_obs_ac,tgas_astrometric_n_bad_obs_al,tgas_astrometric_n_bad_obs_ac,tgas_astrometric_delta_q,tgas_astrometric_excess_noise,tgas_astrometric_excess_noise_sig,tgas_astrometric_primary_flag,tgas_astrometric_relegation_factor,tgas_astrometric_weight_al,tgas_astrometric_weight_ac,tgas_astrometric_priors_used,tgas_matched_observations,tgas_duplicated_source,tgas_scan_direction_strength_k1,tgas_scan_direction_strength_k2,tgas_scan_direction_strength_k3,tgas_scan_direction_strength_k4,tgas_scan_direction_mean_k1,tgas_scan_direction_mean_k2,tgas_scan_direction_mean_k3,tgas_scan_direction_mean_k4,tgas_phot_g_n_obs,tgas_phot_g_mean_flux,tgas_phot_g_mean_flux_error,tgas_phot_g_mean_mag,tgas_phot_variable_flag,tgas_l,tgas_b,tgas_ecl_lon,tgas_ecl_lat,tgas_match_distance
1958,1.56394,57.67475,2034,N,03 50 41.94,+01 33 50.2,     , 6.560,V,      , ,F3V             ,          ,HIP 17988                    ,Simbad,N,1,0.7989, ,            ,0.0, ,      , 147.21, 160.11, -12.74,   3.39,   4.26,5.0,2003AJ....125.3258R                                ,Details,17988,           ,1635378410781933568,3270203561056675072,1434448,2015.0,57.6747187878,0.251370875034,1.56395405284,0.178077221446,14.3292856639,0.331628716752,-8.61394789418,0.0312586369094,1.04138648675,0.0226108072113,0.131163433194,-0.0369832366705,0.317570418119,0.0371945053339,-0.193277209997,0.0397919565439,0.30991050601,-0.0205185599625,-0.0604931600392,0.291696637869,175,175,175,170,0,5,0.529555261135,1.07311293869,263.778204597,True,10.4486370087,0.859698474407,1.66239897226e-05,3,40,False,0.403994172812,0.363816440105,0.207656428218,0.451081782579,-21.4537315369,-8.95450210571,-17.0719718933,28.6866893768,317,38896082.0492,241585.257462,6.55000541979,NOT_AVAILABLE,186.669735052,-38.2185249706,55.7774019677,-18.117462626,1.07870602814e-05
1959,37.64314,168.98492,2035,N,11 15 56.38,+37 38 35.3,     , 9.800,V,      , ,F8V             ,          ,HIP 55030                    ,Simbad,N,1,0.3826, ,            ,0.0, ,      ,  29.65, 212.22, -37.11,   3.02,   4.42,4.0,2003AJ....125.3258R                                ,Details,55030,           ,1635378410781933568,763798498381591680,976148,2015.0,168.985195204,0.24141841643,37.6429908603,0.188879477731,5.13234825803,0.236872277019,55.7061766359,0.106655864709,-35.7654116146,0.102387540965,0.0551951490343,0.157603845,0.0127351935953,0.0406687520444,-0.0864202827215,0.0471734032035,-0.0263778865337,0.134245559573,-0.114993907511,-0.301451832056,73,73,72,71,1,2,0.716093420982,0.431357446625,108.304102781,True,4.2986741066,4.83891487122,2.02190894925e-05,3,10,False,0.128551885486,0.192074671388,0.261280506849,0.835522413254,7.3926486969,-5.32561159134,-41.4675254822,-19.6568603516,85,2076058.39637,7150.37886121,9.73167115036,NOT_AVAILABLE,179.275297326,67.3551409147,153.842056235,30.0107966039,1.41945321343e-05
1960,43.04164,180.38812,2036,N,12 01 33.15,+43 02 29.9,A    , 8.880,V,      , ,F4V             ,          ,HIP 58648                    ,Simbad,N,1,0.3792, ,            ,0.0, ,      ,  60.80, 209.18, -19.88,   6.16,   9.53,4.0,2003AJ....125.3258R                                ,Details,58648,           ,1635378410781933568,1537395878749275648,1810176,2015.0,180.388490838,0.401060959461,43.0415578024,0.277792145377,7.83866379275,0.405316612458,66.5231867039,0.0654693695823,-21.9523146606,0.0414795337935,0.193065196276,-0.0555261932313,0.23924022913,0.0588916391134,-0.0431529358029,0.0529262386262,0.265873461962,0.0119954738766,-0.0312697924674,0.103263132274,101,101,101,99,0,2,1.97837173939,1.39917738547,313.395043636,True,13.5977296829,0.50773870945,1.93854320969e-05,3,13,False,0.239466115832,0.395520657301,0.195322036743,0.482226192951,-167.375732422,-13.3177518845,56.2540550232,-11.5455493927,108,5179144.68069,22813.0667085,8.73912495556,NOT_AVAILABLE,152.162171127,71.1434022375,159.934769489,38.9159075719,1.11246085273e-05
1961,-2.69528,162.62383,2037,N,10 50 29.72,-02 41 43.0,     , 9.010,V,      , ,F9.5V           ,          ,BD -01 2452                  ,Simbad,N,1,0.4434, ,            ,0.0, ,      ,  74.33, 237.30,  17.47,   4.12,   6.12,5.0,2003AJ....125.3258R                                ,Details,-2147483648,4917-22-1   ,1635378410781933568,3802317092402226432,1945257,2015.0,162.623740554,0.190000868636,-2.69567657688,0.174019688968,8.24982798856,0.27386808375,-22.0246789996,0.688308086298,-90.4805774497,0.526982106294,-0.373610317707,-0.291607052088,-0.460257023573,0.175961449742,-0.0246711038053,0.103627957404,-0.357001811266,0.694923400879,-0.0744738206267,-0.185821667314,72,72,71,71,1,1,,0.432840573092,251.062140427,True,4.31265592575,5.0027179718,2.53770067502e-05,5,8,False,0.0820503681898,0.341255545616,0.280240356922,0.728362798691,-89.201133728,40.5685348511,-17.4325237274,-26.2227859497,72,4480012.98285,58475.0349533,8.89657188243,NOT_AVAILABLE,253.80975569,48.2983141987,165.025106644,-9.31213766137,1.97238626637e-05
1962,21.53739,9.11646,2038,N,00 36 27.95,+21 32 14.6,     ,10.900,V,      , ,F7V             ,          ,BD +20 75                    ,Simbad,N,1,0.3661, ,            ,0.0, ,      ,  40.39, 297.98, -21.66,   9.02,  14.43,4.0,2003AJ....125.3258R                                ,Details,-2147483648,1193-972-1 ,1635378410781933568,2802651428349298432,668462,2015.0,9.11637739874,0.666614471821,21.5374337428,0.305044574815,3.36482785227,0.619323278384,-8.66699440518,3.06571989979,15.1952327455,0.766288744328,0.815231800079,0.919715762138,-0.928472995758,-0.843946993351,0.680943787098,-0.871172249317,-0.621776342392,-0.874230802059,-0.816377401352,0.790785908699,68,68,67,63,1,5,,0.566397270175,427.330285017,True,5.57989406586,2.97897219658,3.54102630808e-05,5,9,False,0.291010290384,0.456252962351,0.598774492741,0.233527183533,-130.575515747,-26.3295288086,47.6684303284,17.662569046,77,646910.956605,9838.75622736,10.9976587969,NOT_AVAILABLE,118.302761993,-41.1997009438,17.0258063549,16.1523529092,4.51801342563e-05
1966,-13.51172,33.07804,2065,N,02 12 18.73,-13 30 42.2,     ,11.400,V,      , ,K1              ,          ,GSC 5283-00876               ,Simbad,N,1,6.7099, ,      0.0001,0.0,a,      ,  55.45,  68.90,  34.19,   0.38,   3.81,5.0,2002AJ....123.1701T                                ,Details,-2147483648,5283-876-1 ,1635378410781933568,5150174208952748032,1062471,2015.0,33.0786936995,0.502034066347,-13.5120222771,1.01394666249,13.7031208068,0.857037869687,152.187695483,1.57834090984,-72.7987532304,2.39608640241,0.387135505676,0.614581227303,0.471562474966,-0.782309174538,-0.451000839472,0.719629824162,-0.821242928505,-0.037808213383,-0.115150108933,-0.85605353117,45,45,44,45,1,0,,0.302560973697,113.674285969,True,3.09825706482,9.12241077423,2.50937027886e-05,5,6,True,0.650236070156,0.218124896288,0.775127351284,0.758453547955,-96.1631622314,-38.7053756714,-49.0142364502,27.8636360168,44,1316936.53855,3427.14201346,10.2258579454,NOT_AVAILABLE,181.164150045,-66.7177396869,25.8055391396,-25.1799659773,1.82367099172e-06
1967,-10.06831,34.66483,2066,N,02 18 39.56,-10 04 05.9,     ,11.800,V,      , ,G8              ,          ,GSC 5282-00068               ,Simbad,N,1,5.7873, ,      0.0001,0.0069, ,0.0028,  72.56,  74.59,   3.76,   1.29,   0.59,5.0,2002AJ....123.1701T                                ,Details,-2147483648,5282-68-1  ,1635378410781933568,5175864195056820352,1976101,2015.0,34.6649394689,0.338969248163,-10.0683969873,0.240181994433,2.10341548006,0.363234057871,21.8601199625,3.21301133886,-15.3839915206,1.61965603629,-0.497093051672,0.488893806934,0.14002199471,-0.210082694888,-0.299883663654,-0.237697795033,0.19499142468,-0.155533447862,0.0635022222996,-0.95004683733,36,36,36,33,0,3,,0.537180023846,425.748416625,True,5.30154657364,3.25438141823,4.02717960242e-05,5,5,True,0.375419735909,0.504565954208,0.279344826937,0.983024001122,-111.67338562,27.2560749054,-51.6960525513,23.4736423492,45,673687.058379,6446.58918579,10.9536245524,NOT_AVAILABLE,177.393445296,-63.2910530828,28.7488852212,-22.5295317011,2.83318811606e-05
1974,-10.03539,45.22604,2073,N,03 00 54.25,-10 02 07.4,     , 7.780,V,      , ,G0              ,          ,HIP 14050                    ,Simbad,N,1,5.5029, ,      0.0001,0.0,a,      ,  50.39,  52.91,  -8.49,   0.41,   0.64,5.0,2002AJ....123.1701T                                ,Details,14050,           ,1635378410781933568,5161051918004392320,283349,2015.0,45.2260755496,0.248691829387,-10.0356183501,0.201065176401,12.9323896916,0.250412303781,5.15097648683,0.0603717083911,-58.0899233206,0.051303673297,-0.561806380749,0.0962314754725,0.159373193979,-0.106508605182,-0.532561480999,-0.124332562089,0.127844631672,-0.0256817359477,-0.137334629893,0.446173131466,63,63,63,58,0,5,2.32545900345,0.358140284731,40.6821468239,True,3.61229157448,6.869535923,7.75247008278e-06,3,7,False,0.609271168709,0.678296148777,0.464825332165,0.832656025887,-134.92350769,28.8143558502,-32.5595207214,26.7529888153,58,15050975.6467,18639.7716919,7.58085843125,NOT_AVAILABLE,189.895039756,-55.052572347,39.5159699852,-25.9724411253,1.92579751627e-05
1975,3.39556,47.29083,2074,N,03 09 09.80,+03 23 44.0,A    ,10.220,V,      , ,F7              ,          ,[MMS97] RX J0309.1+0324N     ,Simbad,N,1,0.455, ,      0.0000,0.0,a,      ,  84.60, 155.40,   9.10,   7.41,  17.52,5.0,2002AJ....123.1701T                                ,Details,-2147483648,58-166-1   ,1635378410781933568,2550523379162112,307762,2015.0,47.2912762244,0.202070832521,3.39571596415,0.45065079905,4.29093327913,0.607486501089,23.811506834,1.05343887434,-4.21785644695,0.596899570624,-0.502033412457,0.535227537155,-0.412394464016,0.180388048291,-0.929213583469,0.107549205422,-0.17475913465,0.0331108160317,-0.0795337706804,-0.835634171963,72,72,71,72,1,0,,0.454026621369,211.078146579,True,4.51264715195,4.39133501053,3.00263909594e-05,5,10,False,0.655695259571,0.279164075851,0.825341880322,0.824383974075,-122.512786865,7.4873547554,-44.5787696838,27.6608638763,86,1117206.17839,7427.91760561,10.4044367419,NOT_AVAILABLE,175.749745035,-44.891340212,45.8121974473,-13.7351344829,0.000387283280778
1979,10.65381,55.91871,2078,N,03 43 40.49,+10 39 13.7,     ,10.200,V,      , ,K0              ,          ,GSC 660-00825                ,Simbad,N,1,4.7387, ,      0.0001,0.0,a,      ,  37.25,  38.94, -43.51,   2.31,   0.69,5.0,2002AJ....123.1701T                                ,Details,-2147483648,660-825-1  ,1635378410781933568,36349098500493568,773045,2015.0,55.9186996315,0.412134427313,10.6536915398,0.155335332192,4.09616672676,0.648775603796,-3.75579114807,1.80744811198,-28.4243858855,2.31495852244,0.589366734028,0.814762175083,0.390745848417,0.778309881687,0.76919490099,0.413940310478,0.675700724125,0.399677157402,0.877413988113,0.00878572650254,36,36,35,35,1,1,,0.323265092561,106.267647242,True,3.28882074356,9.15105438232,2.3934582714e-05,5,8,True,0.453410446644,0.678818881512,0.400976389647,0.424269795418,-23.2725067139,10.1875629425,-11.7992610931,25.4862918854,70,2121667.25217,4051.24801852,9.70807688104,NOT_AVAILABLE,176.683663594,-33.6942273898,56.1257485322,-8.86808732788,5.45944360279e-06
1982,5.86019,60.64875,2081,N,04 02 35.70,+05 51 36.7,     ,10.810,V,      , ,G4              ,          ,GSC 79-00729                 ,Simbad,N,1,8.1856, ,      0.0003,0.029, ,0.0100,  25.79,       ,  35.72,   0.67,       ,5.0,2002AJ....123.1701T                                ,Details,-2147483648,79-729-1   ,1635378410781933568,3297004466221952768,832846,2015.0,60.648790417,0.224203373494,5.86034840474,0.102495245325,4.06540052943,0.30424547165,21.7732152054,0.547395645024,40.1131359881,0.635143632386,0.291008204222,-0.0951048731804,-0.550231933594,0.0187768805772,-0.0933803990483,-0.17294421792,-0.400699585676,-0.131121486425,0.507990241051,0.246295168996,115,115,111,112,4,3,,0.382816114463,188.798338719,True,3.84267473221,5.97277259827,2.48978903983e-05,5,17,True,0.569937765598,0.626825749874,0.664354741573,0.174451470375,-5.20567798615,-16.6853141785,-11.7464494705,-24.1462955475,149,788631.955959,3127.49839733,10.7825841363,NOT_AVAILABLE,184.698474255,-33.2479601538,59.7512101324,-14.5499702896,5.12652879807e-05
1984,3.39725,61.37592,2083,N,04 05 30.22,+03 23 50.1,     ,11.470,V,      , ,dK4e            ,          ,GSC 76-00713                 ,Simbad,N,1,14.2291, ,      0.0007,0.0102, ,0.0048,  38.37,  48.13, -23.06,   1.10,   0.99,5.0,2002AJ....123.1701T                                ,Details,-2147483648,76-713-1   ,1635378410781933568,3260341869468808320,700690,2015.0,61.3759250938,0.378776804629,3.39726034686,0.208886776589,1.99505913604,0.361009356964,3.7898771437,1.00386841435,-4.56613016271,0.603336926309,0.141812905669,-0.0315510556102,-0.573026001453,0.0212033707649,-0.0312827527523,0.0298970714211,-0.593559145927,-0.225269317627,-0.196591004729,-0.133188769221,122,122,122,117,0,5,,0.922944774316,1477.28702247,True,9.00095653534,1.15081441402,3.64213847206e-05,5,17,True,0.207331329584,0.564870655537,0.313432127237,0.0881023705006,-48.0829772949,-6.28742313385,-27.4566993713,9.55896759033,149,513052.752301,2654.45095119,11.2493650095,NOT_AVAILABLE,187.584512564,-34.1579083148,59.9762213105,-17.1083190629,3.12627973942e-05
1988,0.82381,66.97117,2087,N,04 27 53.08,+00 49 25.7,     , 9.980,V,      , ,G3              ,          ,BD +00 760                   ,Simbad,N,1,4.2388, ,      0.0000,0.0,a,      ,  79.80,  81.47, -20.95,   1.06,   0.86,5.0,2002AJ....123.1701T                                ,Details,-2147483648,75-1529-1  ,1635378410781933568,3278912449062907264,105846,2015.0,66.9713949592,0.335386930762,0.823772486621,0.275230483299,5.85452397803,0.284066259767,59.0740178573,0.817514634246,-7.41747101042,0.599163605612,-0.688879847527,0.353011161089,-0.806967198849,0.714123785496,-0.640559852123,0.765920698643,-0.802407860756,-0.541658401489,0.450478106737,-0.696666657925,99,99,99,94,0,5,,0.505338310834,247.723919425,True,4.99881362915,3.75428009033,2.57417523244e-05,5,14,False,0.221331819892,0.295709609985,0.398993939161,0.446726828814,-151.499786377,5.75774145126,-22.74842453,34.4942398071,122,3259101.03887,4044.35414673,9.24202550209,NOT_AVAILABLE,193.860221891,-31.0044641271,65.2892107248,-20.6617045974,2.22112667721e-05
1989,1.91317,67.48704,2088,N,04 29 56.89,+01 54 47.4,     ,11.110,V,      , ,K3/K3III        ,          ,GSC 75-00001                 ,Simbad,N,1,89.579, ,      0.0300,0.1434, ,0.0068,  30.34,  32.21, -11.23,   0.67,   2.20,5.0,2002AJ....123.1701T                                ,Details,-2147483648,75-1-1     ,1635378410781933568,3279150321531960832,1757627,2015.0,67.4870862589,0.96514579632,1.91318591771,0.617006554266,0.757844727122,0.755834987426,3.36787834994,1.66756851301,-3.44855259933,1.2319484292,-0.660479962826,-0.197564139962,-0.747730910778,0.713556170464,-0.293876945972,0.740568339825,-0.780938088894,-0.236021280289,0.00725129479542,-0.682622075081,110,110,110,103,0,7,,1.83216508396,602.409878755,True,17.7855854034,0.294383645058,1.71044230228e-05,5,15,False,0.477068513632,0.473705112934,0.413193494081,0.42648422718,-169.677841187,16.5997886658,-24.3178672791,33.2981414795,129,3001364.64196,9369.54614108,9.33147315894,NOT_AVAILABLE,193.123947276,-29.9797205261,66.021346042,-19.6716021254,4.42057009989e-05
1991,4.92561,68.88162,2090,N,04 35 31.59,+04 55 32.2,     , 9.720,V,      , ,K3III           ,          ,GSC 90-00936                 ,Simbad,N,1,40.95, ,      0.0330,0.403, ,0.0160,  13.39,       ,   4.34,   0.59,       ,5.0,2002AJ....123.1701T                                ,Details,-2147483648,90-936-1   ,1635378410781933568,3282425526153283584,1938052,2015.0,68.8815756833,0.513646904061,4.92560090489,0.308912357204,3.25030859354,0.294630436698,-6.60016699867,1.10334174618,-1.7177136307,0.653763052389,-0.831566751003,0.408218562603,-0.918611049652,0.828833341599,-0.565450549126,0.858243584633,-0.89409416914,-0.59250831604,0.428005993366,-0.792231917381,83,83,83,82,0,1,,0.420696680085,200.933363367,True,4.19825315475,5.20574426651,1.96918153961e-05,5,10,True,0.242523193359,0.393096804619,0.365117758512,0.375706523657,179.130386353,2.91353583336,-18.0386943817,38.8439331055,82,2391769.85499,11270.7026909,9.57797159411,NOT_AVAILABLE,191.140319919,-27.1551695241,67.963732693,-16.912693323,1.67647050261e-05
1992,11.53586,70.28142,2091,N,04 41 07.54,+11 32 09.1,     ,11.010,V,      , ,G0              ,          ,GSC 690-01116                ,Simbad,N,1,2.5483, ,      0.0000,0.0126, ,0.0049,  73.42,  97.80, -16.35,   0.83,   6.23,5.0,2002AJ....123.1701T                                ,Details,-2147483648,690-1116-1 ,1635378410781933568,3294349935914713344,2036674,2015.0,70.2814673347,0.458698321737,11.5356950834,0.346067441614,7.70516134089,0.280752280189,8.0779070391,1.03071265488,-46.178943252,0.796085198125,-0.782956182957,0.0891845077276,-0.830715298653,0.827919185162,-0.468934595585,0.8301243186,-0.889680862427,-0.22667530179,0.356062024832,-0.805976331234,80,80,79,74,1,6,,0.464890932009,318.111378162,True,4.61538553238,4.45079803467,3.62906284863e-05,5,9,True,0.29915997386,0.480499923229,0.386076658964,0.481999605894,-144.595458984,11.484916687,-22.8084335327,44.9491424561,79,562570.894568,2049.92060139,11.149326915,NOT_AVAILABLE,186.050008353,-22.231205074,70.3490669661,-10.5685366983,3.02956493977e-05
1993,1.29442,70.57754,2092,N,04 42 18.61,+01 17 39.9,     ,11.940,V,      , ,dK2e            ,          ,GSC 83-00788                 ,Simbad,N,1,8.7566, ,      0.0002,0.0,a,      ,  49.67,  76.00,   1.67,   1.61,   4.46,5.0,2002AJ....123.1701T                                ,Details,-2147483648,83-788-1   ,1635378410781933568,3231011778322413824,14645,2015.0,70.5774965716,4.29375769081,1.29431367879,3.59982619841,2.56240242492,0.278594516742,-6.78091728079,7.48939369026,-18.0088417485,6.70551271038,-0.999304711819,0.759227275848,-0.998960137367,0.998752057552,-0.769881308079,0.998971819878,-0.999000012875,-0.755292057991,0.780467092991,-0.99749904871,44,44,44,42,0,2,,0.226696747841,46.4576676639,True,2.41402244568,17.152551651,2.3676397177e-05,5,7,True,0.498412132263,0.383576333523,0.135084152222,0.591642558575,172.453643799,27.6951732635,-7.06140995026,40.1052589417,53,510464.457311,1712.20665431,11.2548562929,NOT_AVAILABLE,195.612090698,-27.7043690595,69.1752618602,-20.7518038103,3.4765554903e-05
1994,10.29594,70.67008,2093,N,04 42 40.82,+10 17 45.4,     , 8.240,V,      , ,K3/K3III        ,          ,BD +10 617                   ,Simbad,N,1,26.913, ,      0.0046,0.3569, ,0.0065,  17.11,       ,  47.20,   0.35,       ,5.0,2002AJ....123.1701T                                ,Details,-2147483648,686-1246-1 ,1635378410781933568,3293883433747257472,1982285,2015.0,70.6701745834,0.323370604134,10.2958853714,0.275166731376,7.75581285033,0.323962163075,20.8400953347,0.678649213483,-13.7821924995,0.540363712505,-0.475188583136,0.163564905524,-0.675783634186,0.604473054409,-0.594099938869,0.667498469353,-0.797479271889,-0.438317984343,0.449698030949,-0.524929404259,132,132,132,130,0,2,,0.677386895929,190.308565672,True,2.79283928871,2.0603146553,7.64153355703e-06,5,16,False,0.414975315332,0.452512651682,0.00952147785574,0.442669391632,177.877548218,-14.5982084274,5.49353790283,-42.4509658813,129,7588609.8559,31973.4200119,8.32436449999,NOT_AVAILABLE,187.381074825,-22.6425012698,70.5632785156,-11.8486328773,6.82616889884e-06
1995,4.00322,70.72808,2094,N,04 42 54.74,+04 00 11.6,     ,10.940,V,      , ,K0              ,          ,GSC 91-00702                 ,Simbad,N,1,509.8, ,      1.6000,0.093, ,0.0250,   8.90,       ,  22.39,   0.64,       ,5.0,2002AJ....123.1701T                                ,Details,-2147483648,91-702-1   ,1635378410781933568,3281332302356972288,215906,2015.0,70.7280887961,0.326058381319,4.00312210432,0.352127158412,5.11489321242,0.491133847236,15.2361403756,0.783150395703,-17.5328700447,0.545006433052,-0.202396914363,-0.220045939088,-0.327539384365,0.672336995602,-0.853856623173,0.895561516285,-0.747425675392,-0.71081161499,0.432459384203,-0.657959461212,68,68,68,67,0,1,,0.322810237659,111.203822175,True,3.28462123871,8.63024902344,3.97334697482e-05,5,8,True,0.398434698582,0.50912553072,0.280157655478,0.238845735788,179.357040405,-13.8984003067,-16.3800239563,-35.2983589172,69,795221.808868,1941.69459554,10.7735493588,NOT_AVAILABLE,193.136370671,-26.1271035896,69.7346560887,-18.0905986222,6.00852137664e-05
1996,9.68433,71.08513,2095,N,04 44 20.43,+09 41 03.6,     , 8.680,V,      , ,F9              ,          ,BD +09 638                   ,Simbad,N,1,0.6855, ,      0.0000,0.0,a,      ,  57.80,       ,  28.50,   4.95,       ,5.0,2002AJ....123.1701T                                ,Details,-2147483648,687-419-1  ,1635378410781933568,3293082095928566656,1106200,2015.0,71.0853183112,0.843141769314,9.68406735269,0.556739065645,8.33965279309,0.869305306783,48.2184666593,0.873515071822,-62.518673933,0.942546753539,-0.360407084227,-0.00209560873918,-0.357694357634,0.385441541672,-0.272621542215,0.328621685505,-0.550538897514,-0.0657626092434,0.119762405753,-0.368045091629,96,96,96,92,0,4,,2.54668228089,1415.62340404,True,24.7028427124,0.152324467897,1.6346693883e-05,5,11,True,0.217780277133,0.508215308189,0.133227914572,0.39200758934,-171.428100586,9.58995246887,-33.9380455017,-44.1927604675,94,3639696.42183,18543.8501849,9.12210715954,NOT_AVAILABLE,188.178204991,-22.6599915443,70.8943723521,-12.5094918453,1.54333094552e-05
2000,12.35389,78.83571,2099,N,05 15 20.57,+12 21 14.0,     ,11.580,V,      , ,dK0e            ,          ,GSC 707-01311                ,Simbad,N,1,63.135, ,      0.0160,0.343, ,0.0150,  24.07,       ,  62.50,   1.85,       ,5.0,2002AJ....123.1701T                                ,Details,-2147483648,707-1311-1  ,1635378410781933568,3388410716129111168,66552,2015.0,78.8358386114,0.576121948153,12.3537445442,0.526579171959,3.72944101882,0.370542269948,27.3667006556,2.73503577257,-26.0939068738,2.14886880813,-0.835949957371,0.256581604481,-0.881094932556,0.875182688236,-0.517030000687,0.792759358883,-0.819125473499,-0.0981253311038,0.142631918192,-0.953557491302,71,71,71,67,0,4,,0.75117197789,277.710093154,True,7.34875917435,1.69408035278,3.24493339576e-05,5,8,False,0.473175346851,0.31756401062,0.610560655594,0.878643810749,-95.362121582,29.0140953064,-32.7433128357,40.7105751038,70,439331.369031,652.534498799,11.4177895294,NOT_AVAILABLE,190.312767384,-14.8553960846,78.903824211,-10.6565386441,3.85209773153e-05
2002,10.07481,80.89058,2101,N,05 23 33.74,+10 04 29.3,     ,11.220,V,      , ,dK3e            ,          ,GSC 704-02521                ,Simbad,N,1,0.5462, ,      0.0000,0.0,a,      ,  63.78,  76.20, -17.85,   2.12,   7.24,5.0,2002AJ....123.1701T                                ,Details,-2147483648,704-2521-1  ,1635378410781933568,3338569682244183936,553979,2015.0,80.8906057467,0.464425593443,10.0746566804,0.459426230961,6.360939364,0.281698371463,2.60352328148,2.33067495689,-35.6022644975,1.89407500253,-0.848031699657,0.205318391323,-0.911820113659,0.889630496502,-0.485840111971,0.830684125423,-0.845861077309,-0.1084054932,0.0957318171859,-0.974536836147,79,79,79,74,0,5,,0.480895289056,222.070349914,True,4.76693439484,4.1587023735,3.77766082238e-05,5,9,False,0.504562139511,0.353068858385,0.623191297054,0.902733027935,-100.62437439,33.2747116089,-30.4844989777,41.6090736389,79,579033.321029,1276.45440676,11.118011173,NOT_AVAILABLE,193.415194806,-14.3620000694,80.7915628601,-13.073911163,1.53318772369e-05
2005,12.45733,82.73862,2104,N,05 30 57.27,+12 27 26.4,     ,10.680,V,      , ,K0              ,          ,GSC 709-01637                ,Simbad,N,1,1.4837, ,      0.0000,0.0,a,      ,  36.20,       ,  92.44,   3.11,       ,5.0,2002AJ....123.1701T                                ,Details,-2147483648,709-1637-1  ,1635378410781933568,3341040422310233344,1588401,2015.0,82.7387250148,0.283961008644,12.4572232367,0.836584587214,3.83317080285,0.782868365212,20.7947918203,1.51927822423,-27.6302472366,1.24586609198,-0.708861708641,0.536433041096,-0.919503033161,0.913768827915,-0.963953495026,0.832446873188,-0.826856851578,-0.681610882282,0.669776022434,-0.981083989143,82,82,82,80,0,2,,0.399607062954,249.541829342,True,4.00003051758,5.95749807358,2.59102016571e-05,5,10,False,0.64712625742,0.24049898982,0.841140389442,0.869217932224,-100.131958008,21.239528656,-27.7422332764,43.926235199,81,619569.509804,3323.02184249,11.044544971,NOT_AVAILABLE,192.303510809,-11.5713157264,82.7820590679,-10.800306533,1.79628678219e-05
2006,-9.52036,58.64567,2107,N,03 54 34.96,-09 31 13.3,     , 7.080,V,      , ,F2              ,          ,HIP 18277                    ,Simbad,N,2,19.663, ,      0.0000,0.4887, ,0.0004,  63.96,  65.15,   9.44,       ,       ,5.0,2011AJ....141..145F                                ,Details,18277,           ,1635378410781933568,3194381720241577984,459675,2015.0,58.645651461,0.260984696366,-9.52037444529,0.189967008956,7.04146964239,0.338640995194,-5.23998721387,0.0373500321816,-2.40545274651,0.0360067317011,-0.395605772734,0.0777688547969,0.28389775753,-0.0934518054128,-0.425166606903,-0.110937975347,0.22657649219,0.00646664993837,-0.122373759747,0.255915522575,139,139,139,137,0,2,4.31216287613,0.880620255678,202.063890092,True,8.59340572357,1.27293467522,1.03266593214e-05,3,26,True,0.489101856947,0.522653520107,0.488858640194,0.652438402176,-126.325363159,21.6683731079,-38.5666046143,26.1147537231,220,26974020.7484,8664.50839764,6.94740584577,NOT_AVAILABLE,199.685997922,-43.4320342058,54.0234313433,-29.1278061326,5.67087811536e-06
2007,13.15267,356.405,2123,N,23 45 37.20,+13 09 09.6,     , 7.200,V,      , ,F2              ,          ,HIP 117186                   ,Simbad,N,2,85.8266, ,      0.0017,0.3362, ,0.0035,  33.40,  40.31, -19.59,   0.80,   0.11,5.0,2016MNRAS.455.3303H                                ,Details,117186,           ,1635378410781933568,2770028128079197696,1622664,2015.0,356.404867703,0.344100529442,13.1525602999,0.180337100612,8.49351628741,0.403231102516,-29.603854198,0.034877083736,-22.7675374989,0.0215813633278,0.553945958614,-0.021791273728,0.40365627408,0.183493301272,-0.133987441659,0.221211403608,0.345407217741,-0.026823407039,-0.0565868392587,0.365760207176,212,212,211,209,1,3,1.99949145317,1.17399921321,222.693624203,True,11.4223270416,0.718107163906,1.04358141471e-05,3,30,True,0.102067962289,0.735778748989,0.0406674928963,0.287350296974,-49.7952613831,-19.3095397949,-35.8877449036,-21.7942523956,234,25149274.2514,10555.757337,7.02345642169,NOT_AVAILABLE,99.2319760513,-46.6681246206,2.03251966838,13.4770976578,1.58140614037e-05
